Michael J. Gottlieb,"With respect to that, Justice Breyer, we also have documents from the Chamber, one of which is cited at pages 398 to 400 of the Joint Appendix, showing that at certain times during this case the Ministry of Commerce did not list -- the Ministry or the Chamber did not list an export price for Vitamin C. And we have documents as well that are in the record demonstrating that the Chamber understood this and the participants in the system understood this, that for certain time periods during the case, because the businesses could not get together and agree upon a set export price, they allowed the businesses to export without a -- a set or mandatory export price. And -- and again, that's pages 397 to 400 of the Joint Appendix, as well -- as well as other authorities that we've cited in our reply brief and our opening brief."
Stephen G. Breyer,We're not.
Michael J. Gottlieb,"Justice Breyer, I don't think that that is the lesson of Pink, if that's -- if that's what your question is."
Stephen G. Breyer,"Well, fine."
Michael J. Gottlieb,"Well, on the merits, I think I've just described why the position is wrong."
Ruth Bader Ginsburg,"There was no suggestion in Pink that there was any inconsistency in the position that the Soviet Union was taking, and here we do have a suggestion of inconsistency?"
Michael J. Gottlieb,That's correct.
Sonia Sotomayor,"Mr. Gottlieb, could you state -- I read some words in the opinion below that gave me pause."
Michael J. Gottlieb,"We think the Court erred in saying that the district court was bound to defer, particularly at the motion to dismiss stage, when it had not yet reached a construction of -- of Chinese law. We think the court of appeals erred in its reference to a sworn evidentiary proffer. There was no sworn evidentiary proffer in this case."
Sonia Sotomayor,All right.
Michael J. Gottlieb,"Yes, Justice Sotomayor."
Sonia Sotomayor,All right.
Michael J. Gottlieb,"Well, so, Justice Sotomayor, the court would also have to determine whether the supreme -- whether that highest court's opinion is dispositive of the question presented, whether it actually speaks to the question that's before the United States court. And imagine that that same court received a -- a -- a later decided opinion from that same foreign highest court that appeared to directly contradict the opinion that was put forward by the foreign sovereign interpreting it."
"John G. Roberts, Jr.","Thank you, counsel. Mr. Fletcher."
Brian H. Fletcher,"Thank you, Mr. Chief Justice, and may it please the Court: If I could start with Justice Sotomayor's question to my colleague about where the Second Circuit went wrong."
Brian H. Fletcher,"Thank you, Mr. Chief Justice, and may it please the Court: If I could start with Justice Sotomayor's question to my colleague about where the Second Circuit went wrong."
Stephen G. Breyer,All right.
Brian H. Fletcher,Yes.
Stephen G. Breyer,"Okay, fine."
Brian H. Fletcher,Yes.
Stephen G. Breyer,A hundred ninety-two countries.
Brian H. Fletcher,So I --
Stephen G. Breyer,"And I don't know if ""defer if it's reasonable."" Reasonable seems to open it."
Brian H. Fletcher,"So, first, just to close out the point I was speaking to earlier, I think the words that you should write to fix the first error that I was focused on there, about the universe of materials, is that when it gets one of these submissions, a federal court is never required -- required to close its eyes to other materials that it believes bear on the question; that applying whatever standard you decide is the right form of words, the federal court gets to apply that standard with the benefit of all of the evidence that it believes is relevant, including, for example, other representations by the foreign sovereign in other fora. Now, on the question --"
Ruth Bader Ginsburg,Is that -- would that include here the representation to the World Trade Organization?
Brian H. Fletcher,That -- the district court did believe that was important here.
Stephen G. Breyer,"So, if it's not supposed to be that, and we're not supposed to tell them, what is it we're supposed to say? And if you say open the door, maybe we could say, of course, do whatever the State Department tells you."
Brian H. Fletcher,I certainly think --
Stephen G. Breyer,"I mean, what?"
Brian H. Fletcher,"-- anytime, if the State Department appears in the case, that's going to be relevant and we hope that the courts would take that into account."
Stephen G. Breyer,"There is, of course, the risk that the State Department will say thing A when it's country A and B when it's country B."
Brian H. Fletcher,"Well, and also the State Department may not be there."
Stephen G. Breyer,"What about saying when in doubt you can ask the State Department, see what they think."
Brian H. Fletcher,I mean --
Stephen G. Breyer,Take it into account for what it's worth.
Brian H. Fletcher,Sure.
Stephen G. Breyer,"You're seriously saying what you want us to say is say nothing? Say nothing about what the standard is, nothing other than some general word like ""respectful deference""? Should we say that?"
Brian H. Fletcher,I think -- I would separate out two things.
"Samuel A. Alito, Jr.","Suppose there's a case where there's an issue of foreign law, there's also an issue of -- of U.S. law in a U.S. court, and the court receives a submission from the ministry of commerce from the foreign country and also a brief submitted by the United States on behalf of the U.S. Department of Commerce."
Brian H. Fletcher,No.
"Samuel A. Alito, Jr.","Well, it's a brief submitted -- it's a brief submitted by the Department of Justice on behalf of the Department of Commerce."
Brian H. Fletcher,I don't think so.
"Samuel A. Alito, Jr.",Why not?
Brian H. Fletcher,Both of them are entitled to respect.
Neil Gorsuch,"I -- I'm curious. So -- so federal agencies get deference, but foreign countries don't."
Brian H. Fletcher,Only when Chevron deference would apply --
Neil Gorsuch,So it does?
Brian H. Fletcher,-- under American law.
Neil Gorsuch,So it does?
Brian H. Fletcher,When Chevron deference would apply under American law.
Neil Gorsuch,"Yeah, so it says that foreign courts must defer to administrative agency interpretations --"
Brian H. Fletcher,When American law --
Neil Gorsuch,-- in the United States.
Brian H. Fletcher,When American law assigns them that weight.
Neil Gorsuch,You'd argue the same thing here?
Brian H. Fletcher,No.
"Samuel A. Alito, Jr.","Well, let me reformulate my question."
Brian H. Fletcher,"I'm -- I'm sorry, treated the same way in the United States? Would they get --"
"Samuel A. Alito, Jr.",Yes.
Brian H. Fletcher,Would they get --
"Samuel A. Alito, Jr.",Yeah.
Brian H. Fletcher,Potentially yes.
Stephen G. Breyer,"Well, when --"
Anthony M. Kennedy,Suppose you have two -- two questions -- two different cases.
Brian H. Fletcher,"I guess it depends. And I -- I know that's not a helpful answer to give, but I think it's going to depend on the circumstances, particularly if it's restatement-type common law and the relevant government agency doesn't have any authority to interpret common law, that would be decided solely by the foreign courts, that would cut against deference, and, you know, if, in contrast, the agency was saying it's our regulations that require the compulsion, that would counsel in favor of deference, but there would be lots of other considerations."
"John G. Roberts, Jr.","Thank you, counsel."
Brian H. Fletcher,Thank you.
"John G. Roberts, Jr.",Mr. Phillips.
Carter G. Phillips,"Thank you, Mr. Chief Justice. And maybe I -- may I begin by expressing the thanks of the Ministry of Commerce -- Commerce for allowing me to participate in the oral argument today. At some point, I'd like to get to somewhat higher level, but I want to start off with a couple of points that it seems my colleagues made that -- that warrant correction at this stage. First of all, Mr. Gottlieb suggested that the kind of program, Justice Breyer, that you described, the -- the price verification and chop, didn't actually operate that way, that there was some gap, and he cited a couple of pages in the Joint Appendix."
Carter G. Phillips,"Thank you, Mr. Chief Justice. And maybe I -- may I begin by expressing the thanks of the Ministry of Commerce -- Commerce for allowing me to participate in the oral argument today. At some point, I'd like to get to somewhat higher level, but I want to start off with a couple of points that it seems my colleagues made that -- that warrant correction at this stage. First of all, Mr. Gottlieb suggested that the kind of program, Justice Breyer, that you described, the -- the price verification and chop, didn't actually operate that way, that there was some gap, and he cited a couple of pages in the Joint Appendix."
Ruth Bader Ginsburg,"What do you do with the representation of China to the World Trade Organization that it had given up export administration of Vitamin C in 2001 and that it was a matter of voluntary agreement, with no coercion on the part of the government, with no government intervention? That -- that was a statement made by China to the World Trade Organization."
Carter G. Phillips,"I would -- I would take probably three positions with respect to that. First, it seems to me the right answer for that problem is, if the government's got a problem with it, take it up with the World Trade Organization and -- and let that organization deal with those issues. And, indeed, it's interesting that the United States, of course, quotes our briefs filed in the district court before the WTO in suggesting that we had violated our obligations under the WTO. So it seems to me the answer is not give less deference to what a foreign government says to a federal court, but, rather, if there's a concern, deal with the concern directly with the --"
Ruth Bader Ginsburg,"But it isn't -- it's inconsistent to say the government compels us, that -- yes, our government compels this action by private actors --"
Carter G. Phillips,Right.
Ruth Bader Ginsburg,"-- and telling another agency, no, our government doesn't interfere."
Carter G. Phillips,Right.
Neil Gorsuch,"Mr. Phillips, what if --"
"John G. Roberts, Jr.",Your argument --
Carter G. Phillips,-- throughout the entirety of this case.
"John G. Roberts, Jr.","Your position is that you should not have to make that argument, right? Your position is it doesn't matter what the WTO is, you look at the brief from the Ministry and that's it. So the sort of argument you were just making, which is a typical legal argument in American courts, you say is one that is inappropriate under your position."
Carter G. Phillips,I -- I think that's what this Court said in Pink.
Ruth Bader Ginsburg,What about the -- the -- being informed by the United States that the United States itself does not urge before foreign tribunals that the foreign tribunal is bound to accept what the U.S. government says is U.S. law?
Carter G. Phillips,"Well, I --"
Ruth Bader Ginsburg,"We don't -- we don't demand that, and we don't get it."
Carter G. Phillips,"Well, I don't know about the don't get it."
Ruth Bader Ginsburg,"But, again, respect focuses --"
Carter G. Phillips,-- I didn't read a single instance in which the United States said this is our law and -- and the court didn't abide by it.
Stephen G. Breyer,"Well, what should we say in general? I just want you to reach that, because I can see three possible things."
Carter G. Phillips,No.
Stephen G. Breyer,Okay.
Carter G. Phillips,"Well, no, Justice Breyer, I'm actually -- I have the same concern about the words, because the truth is, if you quote the language of the Second Circuit, which you quoted, I won't go through it, but, you know, where it talks about which is reasonable under the circumstances presented, in the context of having had all of the circumstances presented to it, I don't know how this Court's going to improve on that particular language, which -- which does force me, and I -- I want to come back to the Chevron --"
Stephen G. Breyer,We have very good authorities.
Carter G. Phillips,"I -- I hear you, Justice Breyer."
Stephen G. Breyer,"So the words, to get back to the question, the words you want us to put in the opinion, at least in respect to the highest or near highest authority or -- or -- or -- or are what?"
Carter G. Phillips,"Personally, I'd go back to Pink and I would -- or the variation of Pink that the Solicitor General adopted in 1984, which says that you should give a conclusive determine -- conclusive -- it should be a conclusive determination, unless there is an ambiguity, unless it's incredible on its face, et cetera."
Elena Kagan,Mr. Phillips --
Carter G. Phillips,That's the standard that I think you ought to apply.
Elena Kagan,-- do -- do -- do China's courts use that rule?
Carter G. Phillips,In -- in dealing with
Elena Kagan,In dealing with foreign entities.
Carter G. Phillips,Yes.
Elena Kagan,"No, no, no."
Carter G. Phillips,I -- I don't have any Chinese -- I looked for Chinese law on this particular question.
Ruth Bader Ginsburg,We do have -- we have the European Convention as a model of what other countries do.
Carter G. Phillips,Right.
Elena Kagan,Is there -- is there any --
Carter G. Phillips,"If it does those things, then it should bind."
Elena Kagan,Is there any country that you can identify that uses that rule?
Carter G. Phillips,"Well, the United States up until this case."
Elena Kagan,Yes.
Carter G. Phillips,"I -- I don't know of any specifically, but I don't know that any rejects it either, Justice Kagan."
Ruth Bader Ginsburg,"Well, it's -- if you --"
Elena Kagan,"I mean, it seems as though if -- if some country used that rule, you're a great lawyer, you would be able to tell us that some country used that rule."
Carter G. Phillips,"Well, candidly, I didn't go searching all of the countries to figure out whether or not other countries use that rule."
Ruth Bader Ginsburg,"But it does seem that the European Convention that I mentioned and the similar provision in the Organization of American States, that you -- you ask the country, you want to know what their law is, they tell you; you give it respectful consideration, but it doesn't bind your -- you to follow, inevitably that you must follow, what the country tells you is its law."
Carter G. Phillips,"But, see, I -- Justice Ginsburg, I don't think there's an inconsistency between what the Second Circuit did and what you described there, because, first of all, in -- in -- in response to the Solicitor General's position that the court of appeals restrained its review of the appropriate materials, I mean, the -- the court specifically said, in determining foreign law, we may consider any relevant material or source, including the legal authorities supplied by the parties, as well as those authorities presented to the district court below, which, again, if you're trying to figure out how you're going to write an opinion, Justice Breyer, you cannot write an opinion in this case that says, well, you've got to do something different than that."
"Samuel A. Alito, Jr.",You don't see a difference --
Anthony M. Kennedy,I'm not sure that the Pink case stands for the proposition that you assert.
Carter G. Phillips,"Well, except that in the context of the case where the previous litigation had, in fact, decided exactly the opposite and the Court acknowledged that there was voluminous -- a voluminous record which suggests that there was a very significant argument that there was an extraterritorial effect, all the Court had before it that -- that it relied upon was a statement of the highest Ministry, this is the Ministry of Justice, just -- the same as the Ministry of Commerce here, to interpret that particular provision saying it has extraterritorial effect."
Anthony M. Kennedy,"Well, I'll look at it again, but it says the referee in the Moscow case found and the evidence supported his finding that the Commissariat for Justice had the power to interpret existing Russian law. In other words, the Court is looking at what the expert evidence was and found it -- and found it reliable."
Carter G. Phillips,Right.
"Samuel A. Alito, Jr.",Mr. Phillips --
Carter G. Phillips,"-- in this particular case, Justice Kennedy."
"Samuel A. Alito, Jr.","-- here are two -- here are two possibilities: One is the Court says we will give respectful consideration to the submission, but in the end, we will decide what the law is. The other is we will consider -- we will determine whether the submission is reasonable, and if it is reasonable, we will regard it as conclusive."
Carter G. Phillips,"I -- I don't think so, because I --"
"Samuel A. Alito, Jr.",Isn't the second what the Second Circuit said?
Carter G. Phillips,"Yes, that's exactly what the Second Circuit said, but -- and -- and the reason why the Second Circuit's position is important and should be upheld is that there are two purposes for this kind of deference to foreign governments. One is we should get it right."
Elena Kagan,"But how -- how can you say that the only thing that shows respect to foreign governments is to do something that we don't know that any other foreign nation does? I mean, presumably, all these foreign nations are doing something more like Justice Alito's first option, which is giving respectful consideration."
Carter G. Phillips,"I -- I -- I think the answer to that question is, one, we don't know what the entirety is -- is out there that -- that describes how other courts respond."
"John G. Roberts, Jr.",Briefly.
Carter G. Phillips,That is as -- is as litigious as this one.
"John G. Roberts, Jr.","Thank you, counsel. Mr. Jacobson."
Jonathan Jacobson,"Mr. Chief Justice, and may it please the Court: I think the best case to start the deference inquiry in this case is by recognizing that the only way the 2002 regulation makes sense is under the Ministry's interpretation. Under the regulations, price fixing was clearly required under the 2002 regime. And the -- those regulations make no sense at all under the construction offered by the Petitioners in the district court."
Jonathan Jacobson,"Mr. Chief Justice, and may it please the Court: I think the best case to start the deference inquiry in this case is by recognizing that the only way the 2002 regulation makes sense is under the Ministry's interpretation. Under the regulations, price fixing was clearly required under the 2002 regime. And the -- those regulations make no sense at all under the construction offered by the Petitioners in the district court."
Sonia Sotomayor,"Doesn't that go to the merits of the issue here? That I -- I don't know that it answers the legal question we're looking at, which is the court below didn't go through the body of evidence that Rule 44.1 permits and say there's some contradictory evidence, but it doesn't make sense in light of the minister's explanation."
Jonathan Jacobson,Justice --
Sonia Sotomayor,Isn't that what the Second Circuit should have done?
Jonathan Jacobson,Justice --
Sonia Sotomayor,What it did was look at the minister's explanation without addressing any potential conflicting evidence and saying it really doesn't conflict.
Jonathan Jacobson,"So -- so, Justice Sotomayor, I think if you look at pages 9a and 27 to 28a of the opinion, you'll see that what the Second Circuit did is it looked at the text of the 2002 regulation, said that appears to require price fixing, but there are some ambiguous terms."
Ruth Bader Ginsburg,What about in the district court? There were -- it was a long opinion.
Jonathan Jacobson,"I -- I don't believe so, Your Honor."
Stephen G. Breyer,"That's the -- do we draw that distinction, the formal submission of a foreign sovereign? The reason I ask that is -- you practice in this area, right?"
Jonathan Jacobson,I do.
Stephen G. Breyer,All right.
Jonathan Jacobson,So this Court has received amicus submissions by foreign governments in numerous cases.
Stephen G. Breyer,"Yeah, yeah, yeah, that's right."
Jonathan Jacobson,And -- and this Court has always recognized that the foreign government's statements in those briefs about its own laws should be controlling. So the Intel case was raised.
"Samuel A. Alito, Jr.","What if the entity that submits the brief on behalf of the foreign country does not have the authority under the law of that country to dictate what the law is? What if the entity is like the executive branch of the government of the United States, which does not have the authority to dictate what the law is? It -- it can express an opinion, and that's generally -- it's very often correct and it's entitled to respectful consideration."
Jonathan Jacobson,"I -- I think, in that instance, respectful deference is an appropriate standard."
"Samuel A. Alito, Jr.","Well, why is it not this case?"
Jonathan Jacobson,"Because MOFCOM creates the regulations, interprets the regulations, and enforces the regulations."
"John G. Roberts, Jr.",I -- I have -- I don't understand this constant emphasis on respectful.
Jonathan Jacobson,"Respectfully, Your Honor -- (Laughter.)"
Jonathan Jacobson,"So -- so I believe, when a foreign government comes in with an official statement of its own laws, respectful deference is not a sufficient standard. The deference standard should be -- and -- and, Justice Breyer, this goes to the question that you've been asking throughout -- I think, if you look at the first paragraph on page 23 of the Solicitor General's brief in the Matsushita case, that is the correct standard to apply here."
"John G. Roberts, Jr.","So, just to be clear, respectful really plays no role, right? I mean, if you wanted to say -- to the government and say, well, all right, I guess you're right, I guess I have to defer to this, you might say that's disrespectful, but that's all that matters, right, whether you're going to -- and by ""defer,"" you mean accept, whether you're going to accept the proposition or not, right?"
Jonathan Jacobson,Yes.
"John G. Roberts, Jr.",It's not enough to be respectful.
Jonathan Jacobson,"Yes, Mr. Chief Justice."
"John G. Roberts, Jr.",Okay.
"Samuel A. Alito, Jr.","I -- I thought you just told me that if the entity that submitted the brief on behalf of the foreign country does not have the authority to dictate foreign law, then all it should get is respectful consideration but that this case is different. But then you seem to have turned around and said no, the rule across the board is that you follow what the foreign government submits. So which is it?"
Jonathan Jacobson,So I -- I'm equating the foreign government with the entity that has the authority to interpret law under those circumstances.
"Samuel A. Alito, Jr.",Could this issue ever come up in China -- in the Chinese courts?
Jonathan Jacobson,I suspect so.
"Samuel A. Alito, Jr.","I don't understand enough about the Chinese legal system, but could this come before the Supreme People's Court?"
Jonathan Jacobson,"Well, in -- in -- with -- without exhausting all of the myriad contexts in which it might arise, hypothetically, I would think so."
"Samuel A. Alito, Jr.","And would they just say, okay, this is what the Ministry of Commerce says; that's the end of the matter?"
Jonathan Jacobson,"Yes, absolutely."
"Samuel A. Alito, Jr.",And can you point to something that shows that?
Jonathan Jacobson,It's the -- the principle that the rule-maker has the authority to interpret its own rules.
Ruth Bader Ginsburg,"Does the Supreme People's Court deal with cases like this? Isn't it true that, in most commercial matters, the courts are not used but arbitrators are?"
Jonathan Jacobson,"Justice Ginsburg, I honestly don't know the answer to -- to that question."
"John G. Roberts, Jr.","Thank you, counsel. Mr. Gottlieb, two minutes."
Michael J. Gottlieb,"Thank you, Mr. Chief Justice. I'd like to start with a question that Justice Kagan asked, which was the question about whether Chinese courts would -- would provide this kind of deference. There's no indication that Chinese courts would provide a rule of binding deference, and their amicus brief that they have from Chinese scholars on this precise question doesn't make that argument. The importance of this point is it shows that the rule for which the Ministry is advocating here and which Respondents are advocating would place the United States alone in the world. China doesn't apply this kind of binding deference."
Michael J. Gottlieb,"Thank you, Mr. Chief Justice. I'd like to start with a question that Justice Kagan asked, which was the question about whether Chinese courts would -- would provide this kind of deference. There's no indication that Chinese courts would provide a rule of binding deference, and their amicus brief that they have from Chinese scholars on this precise question doesn't make that argument. The importance of this point is it shows that the rule for which the Ministry is advocating here and which Respondents are advocating would place the United States alone in the world. China doesn't apply this kind of binding deference."
"John G. Roberts, Jr.","Thank you, counsel."
