Michael B. Kimberly,"Well, I -- I guess I have a few things to say about that."
"John G. Roberts, Jr.","Well, if you look at 20 -- you -- you did not file the suit presenting this particular theory of the case until 2016."
Michael B. Kimberly,"No, our -- our position is that this theory of the case has been in the case from the beginning."
"Samuel A. Alito, Jr.",I still don't understand what you want to have take place for -- in practical -- in practical terms.
Michael B. Kimberly,"Your Honor, I -- I -- the -- the short answer to that question is that that is an issue for the district court to decide."
"John G. Roberts, Jr.",What would that -- what would that --
Anthony M. Kennedy,"But -- but if it was ordered by this Court -- an order by this Court indicating, oh, there might be time, is going to upset settled expectations."
Michael B. Kimberly,"Well, I -- I think it would perpetuate the same sort of uncertainty, frankly, that's been hanging over Maryland politics from the pendency of this suit all along."
"Samuel A. Alito, Jr.",Let me ask you a question --
"John G. Roberts, Jr.","Well, it's not simply a question of -- we have held that, in a preliminary injunction context, you do not have to consider the merits if you think the equities and the irreparable harm questions cut against the grant of a preliminary injunction."
Michael B. Kimberly,"Well, that's true, but, again, that would be a question, I think, for the district court in the first instance."
"John G. Roberts, Jr.","No, no, you're asking us to --"
Anthony M. Kennedy,Right.
"John G. Roberts, Jr.",-- decide the merits and determine from that whether there's been an abuse of discretion.
Michael B. Kimberly,Right.
"John G. Roberts, Jr.","And what I'm suggesting, most -- I guess the strongest case is the Winter case from a few years ago, where we said if the equities and the harm question cuts strongly in one direction, we don't have to consider the merits at all without determining that there has or hasn't been an abuse of discretion."
Michael B. Kimberly,"Well, I'm -- I don't recall what it is exactly the district court in the Winter case -- with which I'm familiar, before this Court, I don't recall what the district court in that case had done. If -- if the district court had reached each of the individual issues, surely, the Court can pick out among the issues that the district court resolved which it wants to base its decision on."
"John G. Roberts, Jr.","Well, I think that's exactly -- I think that's exactly right, that the Court can pick out of the different criteria which one it wants to base its decision on."
Michael B. Kimberly,"Well, and -- and the short answer is because that's the one on which the district court based its decision."
Sonia Sotomayor,Let me ask you a practical question.
Michael B. Kimberly,That also -- yes.
Sonia Sotomayor,"Now can you go through that trial without a ruling from us? And, if not, why not? Judge Niemeyer said that there were many open issues in this case, not the least of which was the motivation of the -- of the Governor and his committee for the change at issue. Would that obviate some of the merits questions that are before us if you don't prove that first prong? You have fairly strong evidence to -- to show that."
Michael B. Kimberly,Is -- is --
Sonia Sotomayor,Is your weakness in the other prongs?
Michael B. Kimberly,"Well, we don't think we have weakness in any of the prongs, respectfully, Your Honor."
Sonia Sotomayor,"No, assuming we accept your test. (Laughter.)"
Sonia Sotomayor,I -- I agree.
Michael B. Kimberly,"Well, I -- I think what -- the concern that we have is if the -- if the case -- so imagine the district court does not enter summary judgment, and the case proceeds to trial."
Sonia Sotomayor,There's been a lot of --
"Samuel A. Alito, Jr.","Well, let me ask you about your -- your legal theory then because I -- I probably don't understand it."
Michael B. Kimberly,"Well, if -- if what the map drawers are doing is looking at the way that individuals have voted in the past and on that basis attempting to make it more difficult for them to achieve electoral success moving forward, that is the specific intent and there is a burden imposed as a consequence --"
"Samuel A. Alito, Jr.",Yes.
Michael B. Kimberly,-- it -- it -- it may well be that --
"Samuel A. Alito, Jr.",The answer to my question is yes?
Michael B. Kimberly,It -- it may well be that that would be a violation.
"Samuel A. Alito, Jr.",But hasn't this Court said time and again you can't take all consideration of partisan advantage out of the district -- districting?
Michael B. Kimberly,I -- I want to be very clear that our theory does not require taking all partisan advantage -- consideration of partisan advantage --
"Samuel A. Alito, Jr.","Well, I don't see how your theory is any different from that, other than -- than a de minimis partisan advantage."
Michael B. Kimberly,So there are -- there are two ways in which it's different.
"Samuel A. Alito, Jr.","Yeah, I know."
Michael B. Kimberly,"In -- in two consequences, that -- in two circumstances, that wouldn't be the case."
Anthony M. Kennedy,"Well, what -- what would happen if you have the orange party and the green party, the green party's in the minority, orange with 45 and -- orange party 55."
Michael B. Kimberly,I -- it -- it --
Anthony M. Kennedy,It seems to me that that would be definitely to retaliate against certain -- a certain voter.
Michael B. Kimberly,"Well, unless, as Your Honor suggested, it's in pursuit of -- of balanced map drawing."
Elena Kagan,"But is your theory that that would be a compelling interest that could defeat strict scrutiny? In other words, the way I understand your theory is that you would put the state in that position to the test of -- of saying this is a compelling interest, this is the only way we can achieve that interest, and -- and sort of put it through the strict scrutiny hoops, even when the state, you know, wants to achieve balanced districts or wants to undo a former gerrymander, so you would still put the state through a very strict scrutiny test in that case?"
Michael B. Kimberly,"Well, I -- I -- I think the answer is yes, Your Honor, but I -- I think in this circumstance strict scrutiny could do real work, just as this Court in the racial gerrymandering context has generally tolerated the idea, the consideration of race is a compelling -- is -- is a necessary means of achieving the compelling end of complying with Section 2 of the Voting Rights Act for --"
"John G. Roberts, Jr.","Well, how would you ever satisfy strict scrutiny in -- in a case like this? In other words, it would seem to me that there are so many alternative approaches that the idea of saying this one way of achieving a particular result was the only possible way."
Michael B. Kimberly,"I -- I don't -- I don't think, under the strict scrutiny approach, I don't think it's -- it's necessarily that that particular district as it's drawn is what would have to be necessary. I think, for example, in Arizona, the independent redistricting commission there is told to pursue competitive districts."
"John G. Roberts, Jr.","But, I mean, your theory is that the legislature acts with a vengeful intent to punish people for the exercise of their First Amendment rights, right?"
Michael B. Kimberly,"The way we put it is disapproval of their past voting history, yes."
"John G. Roberts, Jr.","And they're going to say that in some circumstances that's going to be okay, even though it applies strict scrutiny, it's going to be okay for them to burden their First Amendment rights?"
Michael B. Kimberly,"Well, I -- I think we would take the position, just as in any other First Amendment context that, yes, if consideration of past voting history is necessary to pursue that compelling governmental interest, we tend to think that balanced maps and competitive districts would fit that hole."
Ruth Bader Ginsburg,"But when you start -- when you start with a district that's been skewed and you take that as the baseline and say any deviation from that skewed districting has to get strict scrutiny, there's something wrong with that. I mean, isn't the state able to say in the past this was a gerrymandered district and now we want to undo the gerrymander, and then people who are left out will say: Now we've been diluted, we've -- we've lost the clout that we once had. I mean, isn't there something wrong with using the district as it now exists as your starting point?"
Michael B. Kimberly,"I think there are three things to say about that, Your Honor."
Sonia Sotomayor,"May I ask you, is this -- is yours the -- is yours the only test you're proposing? In other political gerrymandering cases, do you see other tests being a possibility?"
Michael B. Kimberly,Is -- is the question whether we --
Sonia Sotomayor,"Is this the only, versus --"
Michael B. Kimberly,"In -- in this lawsuit, this is -- this is the only --"
Sonia Sotomayor,I didn't ask that.
Michael B. Kimberly,I'm sorry.
Sonia Sotomayor,In other gerrymandering cases.
Michael B. Kimberly,Yes.
Sonia Sotomayor,"Do you see the applicability of any other test? You have a lot of amici with different tests, the ACLU."
Michael B. Kimberly,Sure.
Sonia Sotomayor,"The others have proposed tests that would address some of Justice Kagan's concern, the entrenchment test, the durability test, that sort of thing."
Michael B. Kimberly,Sure.
Sonia Sotomayor,Why did you disavow those? Do you lose under those?
Michael B. Kimberly,"Well, our --"
Sonia Sotomayor,Or is yours -- do you think yours is just easier?
Michael B. Kimberly,"Well, we -- there are two reasons."
Sonia Sotomayor,"Under your theory, do you think the Democrats in the Eighth District have a complaint?"
Michael B. Kimberly,"No, I think that's a good example of what would be a de minimis effect."
Neil Gorsuch,Counsel --
"John G. Roberts, Jr.","Presumably, it wouldn't satisfy the first part of your test, that this would have been done with a vengeful intent --"
Michael B. Kimberly,And --
"John G. Roberts, Jr.",-- to get those Democrats?
Michael B. Kimberly,And that's exactly right.
Elena Kagan,"But, Mr. Kimberly --"
Stephen G. Breyer,"So we have many briefs, we have three cases, one, two were -- you know, was Wisconsin, there's Maryland, and the one we are holding, I think, is North Carolina."
Michael B. Kimberly,Right.
Stephen G. Breyer,And -- and there -- you've read those briefs probably.
Michael B. Kimberly,Yes.
Stephen G. Breyer,And they all have slight variations on different themes.
Michael B. Kimberly,"Your Honor, I -- I -- obviously, this Court has before it those three cases."
Stephen G. Breyer,But I raise it not for that reason.
Michael B. Kimberly,Sure.
Stephen G. Breyer,Okay.
Michael B. Kimberly,"Well, the -- I mean, the -- the immediate reason, I suppose, would be the intervening 2018 elections."
Ruth Bader Ginsburg,What do you -- what do you think would be permissible? You -- you said your theory allows for de minimis exceptions.
Michael B. Kimberly,Right.
Ruth Bader Ginsburg,So what falls in the de minimis category?
Michael B. Kimberly,"Well, I think a good example would be -- as I was just describing to Justice Sotomayor, it would be what happened in the Eighth Congressional District."
Sonia Sotomayor,That's not de minimis.
Michael B. Kimberly,"Well, that's -- that's -- I think -- I think you can get at the --"
Sonia Sotomayor,All right.
Michael B. Kimberly,But I think you can get at it both ways.
Elena Kagan,"Well, may I give you a hypothetical that gets to Justice Ginsburg's question? Suppose you had a district and there was a reapportionment and we realized we have to add 15,000 votes -- voters to this district. And they looked at the numbers and they said: You know what, if -- this is a solid Republican district, but if we add 15,000 voters from a Democratic area, we're going to turn this into a highly competitive district. Would -- you would now force the state to meet a strict scrutiny burden on that, wouldn't you?"
Michael B. Kimberly,I think in that circumstance -- it sounds like what's going to -- I just want to --
Elena Kagan,"We are taking 15,000 of the bluest blue voters, and we're parking them in this district in order to convert the district from a safe Republican district to a competitive district. How do you analyze that?"
Michael B. Kimberly,"I think -- and just to be clear that I have it straight, if the point is that lawmakers in --"
Elena Kagan,We want another Democratic senator.
Michael B. Kimberly,-- in Annapolis -- exactly.
Neil Gorsuch,"Counsel, one question I have about causation for you. Before the district court, it appeared that you conceded that you had to prove but-for causation, that but for the alleged gerrymander, the outcome would have been different in these last three elections."
Michael B. Kimberly,"Well, to be clear, we -- we believe that but-for causation is an element of the claim."
Neil Gorsuch,"I understand that. But before the district court, you took the position that you had to prove it, according to the district court's opinion."
Michael B. Kimberly,I --
Neil Gorsuch,According to -- your brief is saying our burden is to show.
Michael B. Kimberly,Yes.
Neil Gorsuch,Right.
Michael B. Kimberly,-- that's really twisted to mean 180 degrees of what it actually meant.
Neil Gorsuch,So the district court twisted your concession?
Michael B. Kimberly,"It misunderstood -- Your Honor, it misunderstood what we were saying."
Neil Gorsuch,No.
Michael B. Kimberly,"And -- and, Your Honor, that was a description of the factual arguments that we had made in the case about how it was that we were describing the burden at that point."
Neil Gorsuch,All right.
Michael B. Kimberly,"Because that -- I mean, that -- that concession is -- first of all, it's not a concession."
Neil Gorsuch,One more along these lines for you.
Michael B. Kimberly,Right.
Neil Gorsuch,And it had nothing to do with gerrymandering.
Michael B. Kimberly,"Well, there are two things to say about that."
"John G. Roberts, Jr.","Thank you, counsel. Mr. Sullivan."
Steven Marshall Sullivan,"Mr. Chief Justice, and may it please the Court: The plaintiffs' First Amendment retaliation claim fails to -- to provide a manageable standard for evaluating partisan gerrymandering for three principal reasons. First Amendment retaliation does not even try to answer the perennial question of how much is too much politics in a redistricting process that this Court has called inherently political."
Steven Marshall Sullivan,"Mr. Chief Justice, and may it please the Court: The plaintiffs' First Amendment retaliation claim fails to -- to provide a manageable standard for evaluating partisan gerrymandering for three principal reasons. First Amendment retaliation does not even try to answer the perennial question of how much is too much politics in a redistricting process that this Court has called inherently political."
Sonia Sotomayor,I don't know.
Steven Marshall Sullivan,"Well, no."
Sonia Sotomayor,That's basically as I read his argument.
Steven Marshall Sullivan,"Well, it depends on --"
Sonia Sotomayor,"If that's all you're doing, then it's too much. Now, under that test, he might lose, because you're claiming there were other reasons for this. But that's an issue of fact for the jury, I think."
Steven Marshall Sullivan,Used to be my mayor.
Sonia Sotomayor,"Yeah, your own governor saying that he felt duty-bound to ensure that his party won."
Steven Marshall Sullivan,"Well, two things, Your Honor."
Sonia Sotomayor,"Well, how much is too much is when, I think, balled up in the question of which there -- I -- I grant you they're a little bit equivocal of who bears this burden, but they're -- they are saying that we have to show that there's some form of entrenchment, that the intent is to ensure that only Democrats will be capable of winning in this district for the life of the census or the life of this boundary. So you -- you have a -- you have some form of too much."
Steven Marshall Sullivan,"But they -- but they're really relying on is the intent, which they would equate with retaliation."
Elena Kagan,"Well, Mr. Sullivan, let's say you're right, that they have not shown us how much is too much, that they have suggested that in any forum, when there's partisan advantage, the courts should be intervening. But we don't have to say something like that to deal with this case because, however much you think is too much, this case is too much. (Laughter.)"
Elena Kagan,"I mean, I think. You'll tell me I'm wrong."
Steven Marshall Sullivan,"Well, you might want intent to create something other than a competitive district, which is what Maryland created."
Elena Kagan,Plus 2.
Steven Marshall Sullivan,"Well, Cook evaluated the first election after the redistricting, which is the most important one where you can judge the effectiveness of it."
Elena Kagan,"I mean, Democrats have now prevailed in three straight elections, including in an election which was a wave Republican election. So the effects were exactly what the intent would suggest: A long-standing Republican incumbent is unseated by a Democratic newcomer, who withstands a wave election, who prevails three straight times. I mean, it appears that the Maryland legislature got exactly what it intended, which was you took a Republican district, like a safe Republican district, and made it into not the safest of Democratic districts but a pretty safe one."
Steven Marshall Sullivan,"Well, no, it's not safe."
Stephen G. Breyer,"Competitive, the -- the -- the idea that's being advanced is extreme gerrymandering."
Stephen G. Breyer,And -- and they will never have such a record.
Steven Marshall Sullivan,"Well, I don't know if I'm smart enough to exceed all of the knowledge that's been applied to this question by this Court for a generation. But we do think that the equal protection law, which is what Baker v. Carr looked to when it first embarked on this project, to have the courts oversee redistricting, provides the -- the best hope for a standard, therefore, to emerge. And -- and -- and First Amendment, there are cases outside of retaliation -- retaliation has never been used to evaluate a statute that's otherwise out."
Stephen G. Breyer,Okay.
Steven Marshall Sullivan,Let's --
Stephen G. Breyer,What do you think?
Steven Marshall Sullivan,"Well, there's -- there hasn't been 100 percent showing of it was the only purpose here."
Anthony M. Kennedy,Suppose the Maryland Constitution had a provision that required that partisan advantage for one party be the predominant consideration in any districting. Lawful or not?
Steven Marshall Sullivan,"That would be viewpoint discrimination, Your Honor, which the court would evaluate on the face of the statute. But, here, we have a facially valid statute that doesn't have any content along that line."
Anthony M. Kennedy,"Well, you -- you -- you can have viewpoint discrimination with -- without challenging something on its face."
Steven Marshall Sullivan,"Well, in Christian Legal Society versus Martinez, the Court pointed out that if it's content neutral --"
Anthony M. Kennedy,"Well, why is the hypothetical viewpoint consideration and what happened here not viewpoint consideration? I don't understand the difference."
Steven Marshall Sullivan,"Well, it -- it comes down to how the Court evaluates that kind of statutory challenge, which it has traditionally done on the face of the statute."
Anthony M. Kennedy,"My question to you was, A, was that invalid, the hypothetical? I believe, if I can conclude that your answer is no, that's not constitutional."
Steven Marshall Sullivan,"Yes, that -- on the face of the statute --"
Anthony M. Kennedy,How is this case different?
Steven Marshall Sullivan,"Well, we don't have a statute that establishes a preference for one party or the other."
"John G. Roberts, Jr.","Well, but, I mean, the redistricting is a statute, isn't it?"
Steven Marshall Sullivan,Yes.
"John G. Roberts, Jr.","Well, that seems to be a statute that -- that prefers one party over another."
Steven Marshall Sullivan,"But on its face, it's a series of metes and bounds."
Elena Kagan,"Well, suppose, Mr. Sullivan, that the Maryland legislature passed a statute."
Steven Marshall Sullivan,Just about --
Elena Kagan,Is that right?
Steven Marshall Sullivan,Just about -- Democratic.
Elena Kagan,"Yes, 60 -- 60/40. Suppose the Maryland legislature passed a statute and said, in the next round of reapportionment, we're going to create seven Democratic districts and one Republican district."
Steven Marshall Sullivan,I think it would have a similar result to the question from Justice Kennedy.
Elena Kagan,"Well, that is what then -- I mean, the Chief Justice said the -- the reapportionment statute is that statute."
Steven Marshall Sullivan,"Well, it isn't on its face in that -- that it would --"
Elena Kagan,The districting statute is that.
Steven Marshall Sullivan,"-- it would require -- rather than using a traditional well-developed standard, the Court would have to depart from its traditional well-developed standard of evaluating viewpoint discrimination on the face of the statute as it's done in recent cases where it doesn't --"
Anthony M. Kennedy,"So -- so, if you hide the evidence of what you're doing, then you're going to prevail? (Laughter.)"
Steven Marshall Sullivan,"Well, I don't think it's hiding by stating the statute for where the boundary lines are as they've always been stated."
"John G. Roberts, Jr.","Well, let's talk about the boundary lines for -- for a second."
Steven Marshall Sullivan,Well --
"John G. Roberts, Jr.","I mean, they both have farms but the former, hobby farms. (Laughter.)"
Steven Marshall Sullivan,Well --
"John G. Roberts, Jr.",And the -- and others -- the others are real farms. (Laughter.)
Steven Marshall Sullivan,"Well, there's a lot in the record that you'll find."
"John G. Roberts, Jr.","Well, it just seems to me -- I've read a lot in the record -- but worried about, you know, going over Chesapeake Bay and drawing a district, and that makes a lot of sense, but it's not just water that separates --"
Steven Marshall Sullivan,Right.
"John G. Roberts, Jr.","-- people, and -- and part of the objection here to the way it was redrawn is that it's -- it doesn't seem to have any internal logic."
Steven Marshall Sullivan,"Well, it would be harder to justify the -- what the plaintiffs want to call the benchmark district, which extended the Sixth all the way across the state to far Harford County, which is as far from western Maryland as you can get without plopping into the Chesapeake Bay. So, if you want to say let's judge it by geographic and traditional methods, then you couldn't justify the benchmark district that plaintiffs want to point to, which is the old Sixth."
Ruth Bader Ginsburg,"Mr. Sullivan, in the racial gerrymandering case, there was a period when ""max-black"" was the effort."
Steven Marshall Sullivan,There's a couple of reasons.
Sonia Sotomayor,But we haven't --
"John G. Roberts, Jr.","Counsel, you've made -- just to clear up, I meant to ask it before, a factual question."
Steven Marshall Sullivan,"Yes, Your Honor."
"John G. Roberts, Jr.",But that's just the identified party.
Steven Marshall Sullivan,"Well, I'm not sure."
"John G. Roberts, Jr.",Is that a pertinent consideration in deciding whether something's been a partisan gerrymander?
Steven Marshall Sullivan,"Well, I think it's -- it's important because, here, both major parties are in the minority as far as registration in that district."
"John G. Roberts, Jr.","As a general matter in partisan gerrymandering cases, do you -- do you have any theory about how you're supposed to take independent voters into account?"
Steven Marshall Sullivan,"Well, I think they have rights too, and I think what gets lost in -- certainly, in plaintiffs' theory, perhaps in some of the others, is what about all the people that aren't part of a major party? They don't enter into the calculus for this First Amendment retaliation."
Elena Kagan,"But isn't -- isn't it true, Mr. Sullivan, just as a matter of fact, that most people who are independents tend to lean pretty strongly one way or the other over many election cycles?"
Steven Marshall Sullivan,"Well, I've heard some analysts call them as -- as the angry white vote, but I don't know that that's true."
Elena Kagan,"I wasn't suggesting that they were anything in particular, just, you know, people who call themselves independents and who, in fact, are not members of a political party, you know, tend to -- not all of them, but many of them, tend to vote pretty consistently one way. And this is why when mapmakers do their mapmaking, they look not only to party registration; they look to the way people vote, and what they find is that more members than just the members of the political party -- more voters vote pretty consistently."
Steven Marshall Sullivan,"Well, I don't know if our record would support that, Your Honor."
Neil Gorsuch,"Along the lines of things we don't know, we've been talking about the intent of the legislature, but what effect does the -- does the fact that this map was subsequently approved by the people themselves have when we're trying to determine intent? This went up for voter referendum, as I understand it --"
Steven Marshall Sullivan,"Yes, it did."
Neil Gorsuch,-- and passed with 64 or so percent of the vote.
Steven Marshall Sullivan,Yes.
"John G. Roberts, Jr.",What did the referendum question ask?
Steven Marshall Sullivan,It asked if -- if the voters approved the plan that had been drawn up.
Stephen G. Breyer,"No, it said --"
"John G. Roberts, Jr.","Is that what it said, the plan that had been drawn up? I thought it -- well, I can look at it."
Steven Marshall Sullivan,"Well, it's a more elaborate statement."
"John G. Roberts, Jr.","Well, it is a more elaborate statement."
Steven Marshall Sullivan,"Yes, Your Honor."
Stephen G. Breyer,"Now here is the -- here it is, I think, if my clerk got it right. Are you for or are you against the following text: Establishes the boundaries for the State's eight United States congressional districts based on recent Census figures, as required by the United States Constitution?"
Steven Marshall Sullivan,Yes.
Stephen G. Breyer,Well --
Steven Marshall Sullivan,And they were --
Stephen G. Breyer,"-- I mean, it doesn't even tell you there what establishes it."
Steven Marshall Sullivan,"No, but they were -- they were sent a notice that it had a fuller explanation."
Stephen G. Breyer,Notice.
Steven Marshall Sullivan,"Notice, but they do read the paper."
Stephen G. Breyer,"I got that point, but I have a different question --"
Steven Marshall Sullivan,Sure.
Stephen G. Breyer,"-- which is -- I haven't thought of, and I -- so you may have it."
Steven Marshall Sullivan,"Well, if independent voters had support of that Democratic candidate on the merits of that candidate because they thought that candidate was the better candidate, as happened in the Sixth District when independent voters voted very heavily for the Democratic candidate, then you would be harming them if you were -- if you were -- I don't know if you were going to think about invalidating an election, which the Court hasn't tended to do, but it -- it would be hurting them as well and blaming them for a problem that they didn't create."
Sonia Sotomayor,We have found standards on things like how many -- what's the burden of treating different political parties to a requirement of signatures to get on the ballot.
Steven Marshall Sullivan,"Well, there's two parts of that, Your Honor, if you -- if I may."
Sonia Sotomayor,But not to discriminate.
Steven Marshall Sullivan,To cast a ballot.
Sonia Sotomayor,You -- you answered Justice Kennedy --
Steven Marshall Sullivan,Right.
Sonia Sotomayor,-- by saying you don't have a right to discriminate.
Steven Marshall Sullivan,Right.
Sonia Sotomayor,"But the whole -- the whole purpose of a gerrymandering attack is that I am being discriminated against or at least the theory of their case because of the views I have expressed over time, and that those views want to be silenced by the other side."
Steven Marshall Sullivan,But those are the same types of things that come up anytime you're on the losing side of legislation.
Sonia Sotomayor,Are you essentially saying -- are you agreeing that gerrymandering is not justiciable?
Steven Marshall Sullivan,"Well, not -- we're arguing that on this claim that plaintiffs are bringing, the First Amendment retaliation, that it would not be a manageable standard."
Sonia Sotomayor,"So go back to my question, why? Would you -- do you agree with the court below that it can be made manageable if you introduce the test that it suggests plaintiff has to undertake?"
Steven Marshall Sullivan,"No, no, because --"
Sonia Sotomayor,"So answer why. The court there seemed to agree, certainly the dissent, Judge Niemeyer, thought it was manageable, but --"
Steven Marshall Sullivan,Well --
Sonia Sotomayor,-- why do you disagree with the majority?
Steven Marshall Sullivan,"Well, one --"
Sonia Sotomayor,"The majority is basically saying it could be -- it could be, though, but you have to prove these other things."
Steven Marshall Sullivan,"It -- it starts with a specific intent, the retaliation requires."
Sonia Sotomayor,"Counsel, given their evidence, they certainly have enough to go to a jury on that question --"
Steven Marshall Sullivan,They've got --
Sonia Sotomayor,-- whether there really was any legislative intent outside of the gerrymandering.
Steven Marshall Sullivan,"They don't have anywhere near the number of affidavits they would need from the legislators that actually voted or from the more than 1.5 million Marylanders who approved the plan in a referendum. That's the kind of diffuse intent that comes into play when you're talking about legislation and, here, legislation that's been taken to referendum."
Elena Kagan,"I guess I don't quite understand that, Mr. Sullivan."
Steven Marshall Sullivan,"Well, I would refer you to plaintiffs' expert -- if you want to say that this is not involving the interplay between race and politics, you should look at the expert report in the record from plaintiffs' expert, Dr. Morrison, who talks about one of the reasons that the plaintiffs are aggrieved is because of the make-up of the prior district was much less diverse racially and ethnically than the new district, and they are being forced to be part of a district with a more diverse population in Montgomery County. So I don't know if you can say that this case --"
Elena Kagan,"I think my main point was that we just -- we do this, we -- we -- we -- we do it when we deal with racial gerrymandering cases, even if you want to say to me that this is no easier than that, I would say back -- I guess I would argue with that, but -- but my main point was even if it's no easier, we do it all the time."
Steven Marshall Sullivan,But you do it under the Equal Protection Clause and not the First Amendment.
Elena Kagan,"Well, we -- we would be looking at the same things."
Steven Marshall Sullivan,No.
Elena Kagan,I guess -- I guess what I was suggesting was that we're looking to the same things to discover intent in each circumstance.
Steven Marshall Sullivan,"You -- you may be looking at similar types of evidence, but as far as I know, you have not applied the First Amendment retaliation rubric to that analysis, as plaintiffs want you to do here."
Ruth Bader Ginsburg,Is there anything --
"John G. Roberts, Jr.","Well, one difference between -- one difference between the race and partisanship is that we've always recognized that a certain degree of partisanship is acceptable."
Steven Marshall Sullivan,"That's true, Your Honor."
Stephen G. Breyer,We've had briefs in other cases that do try to answer that question pretty directly.
Steven Marshall Sullivan,Yes.
Stephen G. Breyer,Okay.
Steven Marshall Sullivan,Well --
Stephen G. Breyer,So -- so we're back -- that's why I'm back to where I started.
Steven Marshall Sullivan,I'm -- I'm not saying it's impossible.
"John G. Roberts, Jr.","Thank you, counsel. Two minutes, Mr. Kimberly."
Michael B. Kimberly,"I'd like to come back to something that Justice Kagan raised about intent. The fact is, when it comes to legislative intent, this Court does it."
Michael B. Kimberly,"I'd like to come back to something that Justice Kagan raised about intent. The fact is, when it comes to legislative intent, this Court does it."
"John G. Roberts, Jr.",Sure.
Michael B. Kimberly,"When -- when plaintiffs succeed in proving that map drawers have succeeded in rigging an election, they ought to be entitled to relief."
"John G. Roberts, Jr.","Thank you, counsel."
